-1.763592253813373589e-01,1.482759982798566301e-01,3.997237911009245970e-01
-2.176359225381337303e+00,1.482759982798566301e-01,1.922097830836160703e+00
-1.176359225381337303e+00,1.482759982798566301e-01,2.165008842037531966e+00
1.000220237111944854e+00,1.206808430946694655e+00,6.680298251704920587e-02
-4.139933252611502357e-01,-2.074051314264004076e-01,-6.108266355564970773e-01
2.931134559253973371e-01,4.997016497601470819e-01,3.217744671917088350e+00
-5.831219555489312173e-02,3.942374885999957446e-01,5.829836863016490511e+00
-5.831219555489310785e-02,6.421666172977307241e-01,1.432983766869489362e+00
-5.831219555489308703e-02,8.983792312045257855e-01,-1.603517191321347291e+00
-5.831219555489318418e-02,-5.974790261909441735e-01,1.257813482545931061e+00
-5.831219555489319806e-02,-8.454081548886791531e-01,-4.841728650526189170e-01
-5.831219555489321194e-02,-1.101620768795474214e+00,-1.476049780816322876e+00
-5.831219555489314949e-02,-1.016207687954741867e-01,2.852262061923802605e-01
-3.045744047694871171e+00,3.135707850419835019e+00,2.120444834619408803e-01
-1.631530485321776247e+00,1.721494288046740095e+00,1.512324754009699568e-01
-2.338637266508323709e+00,2.428601069233287557e+00,4.536212953967585726e+00
